price,desc,loc,bed,bath,gar,sizeFloor,sizeErf,area
200000,House,Sir Lowrys Pass,1,1,,,,somerset-west
200000,House,Mandela Park,2,1,,,113,cape-flats
200000,House,Mandela Park,3,1,,,150,cape-flats
220000,House,Broadlands,2,1,,,270,strand-gordon
240000,House,Nonqubela,2,1,,,78,cape-flats
245000,Apartment,Philippi East,2,1,1,,,cape-flats
250000,House,Ikwezi Park,2,1,,,98,cape-flats
299000,House,Tafelsig,1,1,,,,cape-flats
300000,Apartment,Wynberg,1,1,1,30,,southern-suburbs
300000,Apartment,Grassy Park,2,1,1,,,southern-suburbs
300000,House,Lwandle,3,1,1,140,,strand-gordon
310000,House,Harare,2,1,2,,,cape-flats
310000,House,Nomzamo,2,1,1,,204,strand-gordon
320000,House,Khaya,2,1,,,99,cape-flats
330000,House,Tafelsig,3,1,2,,,cape-flats
349000,Townhouse,Tafelsig,2,1,1,,103,cape-flats
350000,Apartment,Bellrail,1,1,1,38,,northern-suburbs
350000,Apartment,Bellville Central,1,1,,38,,northern-suburbs
350000,Apartment,Philippi East,2,1,1,,,cape-flats
350000,House,Ilitha Park,2,1,,,180,cape-flats
350000,House,Mandela Park,2,1,,,108,cape-flats
350000,House,Tafelsig,2,1,1,,213,cape-flats
350000,House,Tafelsig,2,1,2,,,cape-flats
350000,House,Philippi East,3,1,,,162,cape-flats
360000,Apartment,Wynberg,1,1,,30,,southern-suburbs
370000,House,Philippi East,2,1,1,,130,cape-flats
375000,Apartment,Bellville Central,1,1,1,35,,northern-suburbs
375000,Apartment,Wynberg,1,1,1,30,,southern-suburbs
379000,Apartment,Wynberg,0.5,1,1,30,,southern-suburbs
380000,Apartment,Bellville Central,1,1,,,,northern-suburbs
380000,House,Tafelsig,3,1,,,151,cape-flats
380000,House,Tafelsig,3,1,1,,237,cape-flats
380000,House,Crossroads,3,1.5,,,164,cape-flats
389000,House,Hanover Park,2,1,,,159,cape-flats
390000,Apartment,Bellville Central,1,1,1,38,,northern-suburbs
390000,Apartment,Wynberg,1,1,,30,,southern-suburbs
390000,Apartment,Grassy Park,2,1,,52,,southern-suburbs
395000,Apartment,Anchorage Park,1,1,1,33,,strand-gordon
398000,Apartment,Grassy Park,2,1,2,,,southern-suburbs
399000,Apartment,Wynberg,1,1,,,,southern-suburbs
399000,Apartment,Wynberg,1,1,,33,,southern-suburbs
399000,Apartment,Wynberg,1,1,,45,,southern-suburbs
399000,Apartment,Wynberg,1,1,1,,,southern-suburbs
399000,House,Eastridge,3,1,1,,199,cape-flats
399000,House,Tafelsig,3,1,1,,168,cape-flats
400000,House,Crossroads,3,1,1,,106,cape-flats
410000,House,Bongweni,2,1,1,,,cape-flats
420000,Apartment,Belmont Park,2,1,1,,,northern-suburbs
430000,Apartment,Belmont Park,1,1,1,,,northern-suburbs
435000,Apartment,Bellville Central,1,1,,38,,northern-suburbs
439000,Apartment,Bellrail,1,1,1,38,,northern-suburbs
439000,Apartment,Onverwacht,1,1,1,28,,strand-gordon
439000,Apartment,Scottsdene,2,1,1,47,,northern-suburbs
440000,Apartment,Sanlamhof,1,1,1,32,,northern-suburbs
440000,House,Beacon Valley,3,1,,,144,cape-flats
445000,Apartment,Bellville Central,1,1,,38,,northern-suburbs
445000,Apartment,Wynberg,1,1,1,45,,southern-suburbs
447000,Apartment,Bellville Central,1,1,,38,,northern-suburbs
447000,Apartment,Bellville Central,1,1,1,,,northern-suburbs
449000,Apartment,Grassy Park,2,1,,,,southern-suburbs
449000,Apartment,Scottsdene,2,1,,43,,northern-suburbs
450000,Apartment,Bellville Central,1,1,,,,northern-suburbs
450000,Apartment,Bellville Central,1,1,,38,,northern-suburbs
450000,Apartment,Sanlamhof,1,1,1,32,,northern-suburbs
450000,Apartment,Wynberg,1,1,,,,southern-suburbs
450000,Apartment,Wynberg,1,1,1,35,,southern-suburbs
450000,Apartment,Rome,2,1,1,53,,strand-gordon
450000,House,Joe Slovo,2,1,1,,,milnerton
450000,House,Mandela Park,2,1,,,,cape-flats
450000,House,Nyanga,2,1,,,,cape-flats
450000,House,Scottsdene,2,1,,,100,northern-suburbs
450000,House,Scottsville,2,1,1,,83,northern-suburbs
450000,House,Tafelsig,2,1,1,,,cape-flats
450000,House,Woodlands,2,1,1,,71,cape-flats
450000,House,Eastridge,3,1,,,166,cape-flats
459000,Apartment,Lotus River,1,1,1,29,,southern-suburbs
460000,Apartment,Gordons Bay Central,1,1,1,52,,strand-gordon
460000,Apartment,Guldenland,1,1,1,45,,strand-gordon
460000,Apartment,Whispering Pines,1,1,1,52,,strand-gordon
460000,House,Tafelsig,2,1,1,,146,cape-flats
470000,House,Bellville Central,1,1,,,38,northern-suburbs
470000,House,Nonqubela,2,1,2,,100,cape-flats
470000,House,Tafelsig,3,1,1,,144,cape-flats
472000,Apartment,Scottsdene,2,1,,43,,northern-suburbs
474000,Apartment,Wynberg,1,1,1,36,,southern-suburbs
475000,Apartment,West Riding,1,1,1,29,,blouberg
480000,Apartment,Gordons Bay Central,1,1,1,37,,strand-gordon
480000,Apartment,Retreat,1,1,,37,,southern-suburbs
480000,Apartment,Whispering Pines,1,1,,52,,strand-gordon
480000,Apartment,Whispering Pines,1,1,1,37,,strand-gordon
480000,Apartment,Sanlamhof,2,1,1,47,,northern-suburbs
480000,House,Hanover Park,2,1,5,,102,cape-flats
480000,House,Harare,2,1,1,,57102,cape-flats
480000,House,Eastridge,3,1,,,280,cape-flats
480000,House,Tafelsig,3,1,,,144,cape-flats
480000,House,Umrhabulo Triangle,3,1,2,,166,cape-flats
480000,Apartment,Whispering Pines,,1,,37,,strand-gordon
485000,House,Tafelsig,3,1,1,,,cape-flats
490000,Apartment,Bellville Central,1,1,1,,,northern-suburbs
490000,Apartment,Grassy Park,2,1,,,,southern-suburbs
490000,Apartment,Guldenland,2,1,1,58,,strand-gordon
490000,Apartment,Rome,2,1,,50,,strand-gordon
490000,House,Beacon Valley,3,1,2,,,cape-flats
490000,House,Heideveld,3,1,,,,cape-flats
495000,Apartment,Die Bos,1,1,,45,,strand-gordon
495000,Apartment,Gordons Bay Central,1,1,,52,,strand-gordon
495000,Apartment,Gordons Bay Central,1,1,1,52,,strand-gordon
495000,Apartment,Guldenland,1,1,1,47,,strand-gordon
495000,House,Khaya,3,1,1,,141,cape-flats
495000,House,Philippi,3,1,1,,,cape-flats
495000,House,Woodlands,3,1,2,,90,cape-flats
499000,Apartment,Retreat,1,1,1,37,,southern-suburbs
499000,Apartment,Wynberg,1,1,2,36,,southern-suburbs
499000,Apartment,Gordons Bay Central,2,1,1,49,,strand-gordon
499000,House,Morgans Village,2,1,,,,cape-flats
499000,House,Tafelsig,3,1.5,2,,220,cape-flats
499000,Apartment,Bellville Central,1,2,,76,,northern-suburbs
499999,Apartment,Strand Central,2,1,,41,,strand-gordon
500000,Apartment,Bellville Central,1,1,1,38,,northern-suburbs
500000,Apartment,Scottsdene,2,1,1,,,northern-suburbs
500000,House,Beacon Valley,3,1,1,,121,cape-flats
500000,House,Guguletu,3,1,3,,210,cape-flats
500000,House,Woodlands,3,1,,,112,cape-flats
500000,House,Woodlands,2,2,,,90,cape-flats
510000,Apartment,Gordons Bay Central,1,1,,52,,strand-gordon
510000,Apartment,Gordons Bay Central,1,1,1,52,,strand-gordon
510000,Apartment,Gordons Bay Central,2,1,1,52,,strand-gordon
510000,Apartment,Whispering Pines,2,1,,52,,strand-gordon
510000,Apartment,Whispering Pines,2,1,1,52,,strand-gordon
520000,Apartment,Oakdale,1,1,,35,,northern-suburbs
520000,Apartment,Die Bos,2,1,1,41,,strand-gordon
520000,Apartment,Guldenland,2,1,1,41,,strand-gordon
520000,Apartment,Scottsdene,2,1,,,,northern-suburbs
520000,Apartment,Scottsdene,2,1,1,,,northern-suburbs
520000,Apartment,Strand Central,2,1,1,,,strand-gordon
520000,House,Broadlands Village,2,1,,,211,strand-gordon
520000,House,Mitchells Plain Central,3,1,5,,252,cape-flats
520000,House,Tafelsig,3,1,1,,126,cape-flats
520000,House,Tafelsig,3,1,2,,144,cape-flats
525000,Apartment,Gordons Bay Central,1,1,1,52,,strand-gordon
525000,Apartment,Guldenland,1,1,1,48,,strand-gordon
525000,Apartment,Fairview Golf Estate,2,1,1,67,,strand-gordon
525000,Apartment,Guldenland,2,1,,60,,strand-gordon
530000,Apartment,Gordons Bay Central,1,1,1,44,,strand-gordon
530000,Apartment,Whispering Pines,1,1,,43,,strand-gordon
530000,Apartment,Wynberg,1,1,1,,35,southern-suburbs
530000,Apartment,Gordons Bay Central,2,1,1,52,,strand-gordon
530000,Apartment,Guldenland,2,1,1,60,,strand-gordon
530000,Apartment,Rome,2,1,1,53,,strand-gordon
530000,Apartment,Sea Breeze,2,1,1,59,,strand-gordon
530000,Apartment,Whispering Pines,2,1,1,,52,strand-gordon
530000,House,Mitchells Plain Central,2,1,,,152,cape-flats
530000,House,Beacon Valley,3,1,1,,150,cape-flats
535000,Apartment,Gordons Bay Central,2,1,,,,strand-gordon
535000,Apartment,Sea Breeze,2,1,,59,,strand-gordon
539000,House,Retreat,1,1,1,,37,southern-suburbs
540000,Apartment,Sea Breeze,2,1,1,63,,strand-gordon
540000,Apartment,Whispering Pines,2,1,1,63,,strand-gordon
540000,Apartment,Wynberg,2,1,1,,,southern-suburbs
545000,Apartment,Sea Breeze,2,1,1,54,,strand-gordon
545000,Apartment,Sea Breeze,2,1,1,59,,strand-gordon
545000,Apartment,Table View,2,1,,39,,blouberg
545000,Apartment,Parklands,,1,1,25,,blouberg
549000,Apartment,Strand South,1,1,1,38,,strand-gordon
549000,House,Heideveld,2,1,2,,,cape-flats
549000,House,Eastridge,3,1,2,,185,cape-flats
549900,Apartment,Gordons Bay Central,2,1,,52,,strand-gordon
550000,Apartment,Gordons Bay Central,1,1,1,53,,strand-gordon
550000,Apartment,Retreat,1,1,1,,37,southern-suburbs
550000,Apartment,Sanlamhof,1,1,2,,,northern-suburbs
550000,Apartment,Somerset West Retail Park,1,1,,,,somerset-west
550000,Apartment,Strand South,1,1,1,29,,strand-gordon
550000,Apartment,Whispering Pines,1,1,,53,,strand-gordon
550000,Apartment,Whispering Pines,1,1,1,53,,strand-gordon
550000,Apartment,Wilgerpark,1,1,1,,,northern-suburbs
550000,Apartment,Wynberg,1,1,1,36,,southern-suburbs
550000,Apartment,Fairview Golf Estate,2,1,1,65,,strand-gordon
550000,Apartment,Gordons Bay Central,2,1,1,49,,strand-gordon
550000,Apartment,Gordons Bay Central,2,1,1,52,,strand-gordon
550000,Apartment,Gordons Bay Central,2,1,1,63,,strand-gordon
550000,Apartment,Sanlamhof,2,1,,,,northern-suburbs
550000,Apartment,Sea Breeze,2,1,1,59,,strand-gordon
550000,Apartment,Sea Breeze,2,1,1,62,,strand-gordon
550000,Apartment,Whispering Pines,2,1,,52,,strand-gordon
550000,Apartment,Whispering Pines,2,1,1,49,,strand-gordon
550000,Apartment,Whispering Pines,2,1,1,66,,strand-gordon
550000,Apartment,Windsor Park,2,1,,55,,northern-suburbs
550000,House,Harare,2,1,,,,cape-flats
550000,House,Lentegeur,2,1,2,,152,cape-flats
550000,House,Lentegeur,2,1,2,,169,cape-flats
550000,Townhouse,Lentegeur,2,1,,,160,cape-flats
550000,House,Lentegeur,3,1,3,,241,cape-flats
550000,House,Rocklands,3,1,,,160,cape-flats
550000,House,Tafelsig,3,1,3,,,cape-flats
550000,House,Tafelsig,3,1,4,252,,cape-flats
550000,House,Eastridge,4,1,1,,270,cape-flats
550000,Apartment,Pinelands,,1,,20,,northern-suburbs
555000,Apartment,Wynberg,1,1,1,,,southern-suburbs
558000,Apartment,Wynberg,2,1,,51,,southern-suburbs
560000,Apartment,Gordons Bay Central,1,1,,52,,strand-gordon
560000,Apartment,Onverwacht,2,1,1,57,,strand-gordon
560000,Apartment,Pine Acres,2,1,1,63,,strand-gordon
564382,Apartment,Wynberg,1,1,,35,,southern-suburbs
565000,Apartment,Gordons Bay Central,2,1,,59,,strand-gordon
565000,Apartment,Table View,2,1,1,39,,blouberg
569000,Apartment,Whispering Pines,1,1,1,52,,strand-gordon
570000,Apartment,Buhrein,1,1,,31,,northern-suburbs
575000,Apartment,Fairview Golf Estate,2,1,1,65,,strand-gordon
575000,Apartment,Wynberg,2,1,,54,,southern-suburbs
575000,House,Scottsdene,2,1,1,,48,northern-suburbs
575000,House,Tafelsig,3,1,2,,264,cape-flats
575000,Apartment,Buhrein,,1,1,33,,northern-suburbs
579000,Apartment,Guldenland,2,1,1,55,,strand-gordon
580000,Apartment,Bellville Central,1,1,1,38,,northern-suburbs
580000,Apartment,Whispering Pines,1,1,,52,,strand-gordon
580000,Apartment,Bellville Central,2,1,1,,,northern-suburbs
580000,Apartment,Guldenland,2,1,1,,,strand-gordon
580000,Apartment,Guldenland,2,1,1,58,,strand-gordon
580000,Apartment,Guldenland,2,1,1,60,,strand-gordon
580000,Apartment,Summer Greens,2,1,1,54,,milnerton
580000,House,Retreat,2,1,,,,southern-suburbs
580000,House,Retreat,3,1,2,,70,southern-suburbs
580000,House,Tafelsig,3,1,2,,215,cape-flats
580000,House,Westridge,3,1,,,230,cape-flats
580000,House,Nyanga,2,2,1,,275,cape-flats
585000,Apartment,Gordons Bay Central,1,1,,44,,strand-gordon
585000,Apartment,Whispering Pines,1,1,,44,,strand-gordon
585000,House,Van Ryneveld,1,1,1,55,,strand-gordon
585000,Apartment,Guldenland,2,1,1,60,,strand-gordon
590000,Apartment,Boston,1,1,1,44,,northern-suburbs
590000,Apartment,Strand South,1,1,1,,,strand-gordon
590000,Apartment,Twin Palms,1,1,2,47,,strand-gordon
590000,Apartment,Fairview Golf Estate,2,1,,65,,strand-gordon
590000,Apartment,Gordons Bay Central,2,1,1,61,,strand-gordon
590000,Apartment,Gordons Bay Central,2,1,1,63,,strand-gordon
590000,Apartment,Pine Acres,2,1,1,,,strand-gordon
590000,Apartment,Sea Breeze,2,1,1,63,,strand-gordon
590000,House,Strand Central,2,1,,60,,strand-gordon
590000,House,Lentegeur,3,1,1,,169,cape-flats
595000,Apartment,Brooklyn,1,1,1,40,,milnerton
595000,Apartment,Groenvallei,1,1,1,34,,northern-suburbs
595000,Apartment,Whispering Pines,1,1,1,37,,strand-gordon
595000,Apartment,Whispering Pines,1,1,1,43,,strand-gordon
595000,Apartment,Pinelands,1,1,,22,,northern-suburbs
595000,Apartment,Gordons Bay Central,2,1,1,65,,strand-gordon
595000,Apartment,Parklands,2,1,,47,,blouberg
595000,Apartment,Sea Breeze,2,1,1,59,,strand-gordon
595000,Townhouse,Strand South,2,1,,68,,strand-gordon
595000,House,Eastridge,3,1,,,162,cape-flats
595000,House,Mitchells Plain Central,4,1,,,240,cape-flats
595000,Apartment,Pinelands,,1,,,,northern-suburbs
598000,Apartment,Whispering Pines,1,1,1,44,,strand-gordon
599000,Apartment,Audas Estate,1,1,1,58,,somerset-west
599000,Apartment,Fairview Golf Estate,2,1,1,65,,strand-gordon
599000,Apartment,Guldenland,2,1,1,60,,strand-gordon
599000,Apartment,Strand Central,2,1,,60,,strand-gordon
599000,Apartment,Table View,2,1,1,39,,blouberg
599000,House,Eastridge,2,1,,,,cape-flats
599000,House,New Woodlands,2,1,,,,cape-flats
599000,House,Lentegeur,4,1,,,156,cape-flats
599000,House,Mitchells Plain Central,3,1.5,,,,cape-flats
600000,Apartment,Gordons Bay Central,1,1,1,48,,strand-gordon
600000,Apartment,Whispering Pines,1,1,1,,,strand-gordon
600000,Apartment,Whispering Pines,1,1,1,51,,strand-gordon
600000,Apartment,Whispering Pines,1,1,1,52,,strand-gordon
600000,Apartment,Bellville Central,2,1,1,,,northern-suburbs
600000,Apartment,Gordons Bay Central,2,1,1,52,,strand-gordon
600000,Apartment,Guldenland,2,1,1,,,strand-gordon
600000,Apartment,Guldenland,2,1,1,60,,strand-gordon
600000,Apartment,Strand Central,2,1,1,43,,strand-gordon
600000,Apartment,Strand South,2,1,1,43,,strand-gordon
600000,Apartment,Summer Greens,2,1,2,54,,milnerton
600000,Apartment,Whispering Pines,2,1,1,,,strand-gordon
600000,Apartment,Whispering Pines,2,1,1,47,,strand-gordon
600000,Apartment,Whispering Pines,2,1,1,49,,strand-gordon
600000,Apartment,Whispering Pines,2,1,1,52,,strand-gordon
600000,House,Mitchells Plain Central,2,1,,,202,cape-flats
600000,House,Eastridge,3,1,1,,162,cape-flats
600000,House,Eastridge,3,1,2,,,cape-flats
600000,House,Eyethu,3,1,2,,,cape-flats
600000,House,Umrhabulo Triangle,3,1,1,,160,cape-flats
605000,House,Tafelsig,3,1,1,,234,cape-flats
610000,Apartment,Guldenland,2,1,1,54,,strand-gordon
617079,Apartment,Pinelands,1,1,1,20,,northern-suburbs
620000,Apartment,Fish Hoek,1,1,,26,,southern-peninsula
620000,Apartment,Fairview Golf Estate,2,1,1,65,,strand-gordon
620000,Apartment,Gordons Bay Central,2,1,2,,60,strand-gordon
620000,Apartment,Gordons Bay Central,2,1,2,60,,strand-gordon
620000,Apartment,Guldenland,2,1,1,58,,strand-gordon
620000,House,Mandalay,2,1,,,257,cape-flats
620000,House,Lentegeur,3,1,1,,159,cape-flats
620000,House,Lentegeur,3,1,3,,156,cape-flats
625000,Apartment,Whispering Pines,1,1,1,40,,strand-gordon
625000,Apartment,Guldenland,2,1,1,58,,strand-gordon
625000,House,Strand South,2,1,1,50,,strand-gordon
629000,Apartment,Strand Central,2,1,,60,,strand-gordon
629000,House,Broadlands Village,2,1,,,203,strand-gordon
629000,House,Lentegeur,2,1,,,,cape-flats
630000,Apartment,Brooklyn,1,1,,39,,milnerton
630000,Apartment,Guldenland,2,1,1,58,,strand-gordon
630000,Apartment,Van Der Stel,2,1,1,54,,somerset-west
630000,Apartment,Windsor Park,2,1,,54,,northern-suburbs
630000,House,Broadlands Village,2,1,,,292,strand-gordon
630000,House,Lwandle,2,1,,,280,strand-gordon
630000,House,Woodlands,2,1,,,,cape-flats
630000,House,Lentegeur,3,1,2,,168,cape-flats
630000,Apartment,Somerset West Retail Park,,1,1,39,,somerset-west
635000,Apartment,Rome,2,1,1,61,,strand-gordon
640000,Apartment,Buhrein,1,1,1,40,,northern-suburbs
640000,Apartment,Glenhaven,1,1,1,32,,northern-suburbs
640000,Apartment,Whispering Pines,2,1,1,,,strand-gordon
645000,Apartment,Brooklyn,1,1,1,,,milnerton
645000,Apartment,Buhrein,1,1,,41,,northern-suburbs
645000,Apartment,Guldenland,2,1,1,,,strand-gordon
645000,Apartment,Onverwacht,2,1,1,48,,strand-gordon
645000,Apartment,Strand South,2,1,1,48,,strand-gordon
645000,Apartment,Wynberg,2,1,,64,,southern-suburbs
645000,House,Broadlands Village,2,1,,,292,strand-gordon
645000,House,Broadlands Village,2,1,1,,213,strand-gordon
645000,House,Woodlands,2,1,,,152,cape-flats
649000,Apartment,Grassy Park,2,1,1,49,,southern-suburbs
649000,Apartment,Parklands,2,1,1,47,,blouberg
649000,House,Woodlands,3,2,,,180,cape-flats
649900,Apartment,Gordons Bay Central,2,1,,61,,strand-gordon
650000,Apartment,Pinelands,0.5,1,,24,,northern-suburbs
650000,Apartment,Gordons Bay Central,1,1,1,43,,strand-gordon
650000,Apartment,Parklands,1,1,1,43,,blouberg
650000,Apartment,Parklands,1,1,2,34,,blouberg
650000,Apartment,Rosebank,1,1,,22,,southern-suburbs
650000,Apartment,Strand North,1,1,1,22,,strand-gordon
650000,Apartment,Brackenfell Central,2,1,,,,northern-suburbs
650000,Apartment,Guldenland,2,1,1,60,,strand-gordon
650000,Apartment,Onverwacht,2,1,1,45,,strand-gordon
650000,Apartment,Parklands,2,1,1,47,,blouberg
650000,Apartment,Rome,2,1,1,65,,strand-gordon
650000,Apartment,Somerset Forest,2,1,1,60,,somerset-west
650000,Apartment,Strand Central,2,1,1,58,,strand-gordon
650000,Apartment,Strand Central,2,1,1,65,,strand-gordon
650000,Apartment,Strand Central,2,1,1,70,,strand-gordon
650000,Apartment,Strand North,2,1,1,78,,strand-gordon
650000,Apartment,Whispering Pines,2,1,1,,,strand-gordon
650000,Apartment,Whispering Pines,2,1,1,61,,strand-gordon
650000,Apartment,Wynberg,2,1,1,,,southern-suburbs
650000,House,Asanda,2,1,1,,200,strand-gordon
650000,House,Broadlands Village,2,1,2,,294,strand-gordon
650000,House,Morgans Village,2,1,1,,81,cape-flats
650000,House,Scottsdene,2,1,,,183,northern-suburbs
650000,House,Bongweni,3,1,,,315,cape-flats
650000,House,Eastridge,3,1,,,202,cape-flats
650000,House,Lentegeur,3,1,3,,212,cape-flats
650000,House,New Woodlands,3,1,,,228,cape-flats
650000,House,Peerless Park West,3,1,,,150,northern-suburbs
650000,House,Beacon Valley,4,1,6,,121,cape-flats
650000,Apartment,Welgelee,,1,1,36,,northern-suburbs
650000,House,Lentegeur,2,2,1,,242,cape-flats
650000,House,Lentegeur,3,2,,,156,cape-flats
659000,Apartment,Sanlamhof,2,1,2,46,,northern-suburbs
660000,Apartment,Buhrein,1,1,1,41,,northern-suburbs
660000,Apartment,Somerset Forest,2,1,1,64,,somerset-west
660000,Apartment,Table View,2,1,,39,,blouberg
665000,Apartment,Strand North,2,1,1,44,,strand-gordon
669000,House,Broadlands Village,3,1,,,244,strand-gordon
669600,Apartment,Wynberg,2,1,1,58,,southern-suburbs
670000,Apartment,Audas Estate,1,1,1,58,,somerset-west
670000,Apartment,Parklands,1,1,2,64,,blouberg
670000,Apartment,Rugby,1,1,,45,,milnerton
670000,Apartment,Gordons Bay Central,2,1,1,61,,strand-gordon
670000,Apartment,Table View,2,1,,,,blouberg
670000,Apartment,Whispering Pines,2,1,,61,,strand-gordon
670000,Apartment,Whispering Pines,2,1,1,,,strand-gordon
670000,Apartment,Whispering Pines,2,1,1,61,,strand-gordon
675000,Apartment,Durbanville Central,1,1,1,24,,northern-suburbs
675000,Apartment,Rugby,1,1,1,,,milnerton
675000,Apartment,Rugby,1,1,1,42,,milnerton
675000,Apartment,Fairview Golf Estate,2,1,1,64,,strand-gordon
675000,Apartment,Guldenland,2,1,1,,,strand-gordon
675000,Apartment,Onverwacht,2,1,1,43,,strand-gordon
675000,Apartment,St Michaels,2,1,,60,,northern-suburbs
675000,Apartment,Wynberg,,1,1,60,,southern-suburbs
679000,Apartment,Gordons Bay Central,2,1,1,63,,strand-gordon
680000,Apartment,Sunnydale,1,1,1,38,,southern-peninsula
680000,Apartment,Sunnydale,1,1,2,,,southern-peninsula
680000,Apartment,Gordons Bay Central,2,1,,63,,strand-gordon
680000,Apartment,Gordons Bay Central,2,1,1,60,,strand-gordon
680000,Apartment,Gordons Bay Central,2,1,1,63,,strand-gordon
680000,Apartment,Van Der Stel,2,1,1,64,,somerset-west
680000,Apartment,Whispering Pines,2,1,,60,,strand-gordon
680000,Apartment,Whispering Pines,2,1,,63,,strand-gordon
680000,Apartment,Whispering Pines,2,1,1,60,,strand-gordon
680000,House,Graceland,2,1,1,,162,cape-flats
680000,House,Ilitha Park,2,1,1,,170,cape-flats
680000,House,Rondevlei Park,2,1,3,,152,cape-flats
680000,House,Eastridge,3,1,,,144,cape-flats
685000,Apartment,Sunnydale,1,1,,36,,southern-peninsula
685000,Apartment,Zonnebloem,1,1,,29,,cape-town-city
685000,Apartment,Brackenfell Central,2,1,,54,,northern-suburbs
685000,Apartment,Ferndale,2,1,,53,,northern-suburbs
685000,Apartment,Rome,2,1,1,65,,strand-gordon
685000,Apartment,Strand Central,2,1,1,63,,strand-gordon
685000,Apartment,Strand South,2,1,1,63,,strand-gordon
689000,House,Broadlands Village,2,1,,60,,strand-gordon
689999,Apartment,Parklands,1,1,1,46,,blouberg
690000,Apartment,Sunnydale,1,1,1,38,,southern-peninsula
690000,House,Brooklyn,1,1,,,35,milnerton
690000,Apartment,Bridgetown,2,1,1,,,cape-flats
690000,Apartment,Parklands,2,1,1,47,,blouberg
690000,Apartment,Parklands,2,1,2,47,,blouberg
690000,Apartment,Rome,2,1,1,65,,strand-gordon
690000,House,Ikwezi Park,2,1,,,179,cape-flats
690000,House,Strand Central,2,1,,200,,strand-gordon
690000,House,Tafelsig,2,1,1,,384,cape-flats
690000,House,Woodlands,2,1,1,,112,cape-flats
690000,House,Mitchells Plain Central,3,1,,,171,cape-flats
690000,House,New Woodlands,3,1,1,,182,cape-flats
690000,House,Parkwood,3,1,6,,,southern-suburbs
690000,House,Woodlands,3,1,2,,204,cape-flats
691120,Apartment,Pinelands,1,1,1,28,,northern-suburbs
692000,Apartment,Pinelands,1,1,1,28,,northern-suburbs
695000,Apartment,Tijgerhof,0.5,1,,43,,milnerton
695000,Apartment,Pinelands,1,1,,,,northern-suburbs
695000,Apartment,Groenvallei,2,1,,41,,northern-suburbs
695000,Apartment,Guldenland,2,1,1,,,strand-gordon
695000,Apartment,Ottery,2,1,,47,,southern-suburbs
695000,Apartment,Parklands,2,1,,47,,blouberg
695000,Apartment,Parklands,2,1,,54,,blouberg
695000,Apartment,Strand South,2,1,1,44,,strand-gordon
695000,Apartment,Whispering Pines,2,1,1,61,,strand-gordon
695000,House,Broadlands Village,2,1,3,,206,strand-gordon
695000,House,Broadlands Village,2,1,3,,218,strand-gordon
695000,House,Mitchells Plain Central,2,1,3,,190,cape-flats
695000,House,Retreat,2,1,1,,,southern-suburbs
695000,House,Khaya,3,1,4,,,cape-flats
695000,House,Rocklands,3,1,3,,211,cape-flats
695000,House,Beacon Valley,3,2,3,,324,cape-flats
698750,Apartment,Dobson,2,1,1,43,,strand-gordon
699000,Apartment,Durmonte,1,1,1,33,,northern-suburbs
699000,Apartment,Oakglen,1,1,2,43,,northern-suburbs
699000,Apartment,Table View,1,1,2,27,,blouberg
699000,Apartment,Admirals Park,2,1,1,,,strand-gordon
699000,Apartment,Buhrein,2,1,1,51,,northern-suburbs
699000,Apartment,Ferndale,2,1,1,54,,northern-suburbs
699000,Apartment,Mitchells Plain Central,2,1,1,45,,cape-flats
699000,Apartment,Parklands,2,1,,57,,blouberg
699000,House,Mitchells Plain Central,2,1,,,,cape-flats
699000,House,New Woodlands,2,1,2,,180,cape-flats
699000,House,Scottsdene,2,1,,,186,northern-suburbs
699000,House,Scottsdene,2,1,1,,220,northern-suburbs
699000,House,Scottsville,2,1,1,,496,northern-suburbs
699000,House,Woodlands,2,1,3,,119,cape-flats
699000,House,Bernadino Heights,3,1,,,180,northern-suburbs
699000,House,Broadlands Village,3,1,,,203,strand-gordon
699000,House,Westridge,3,1,,,150,cape-flats
699000,House,Asanda,2,2,3,,199,strand-gordon
699000,Apartment,Table View,1,,1,32,,blouberg
699500,Apartment,Wynberg,2,1,1,49,,southern-suburbs
699995,House,Morgans Village,2,1,1,,120,cape-flats
699999,Apartment,Parklands,1,1,,40,,blouberg
700000,Apartment,Brackenfell Central,2,1,,54,,northern-suburbs
700000,Apartment,Fairview Golf Estate,2,1,1,64,,strand-gordon
700000,Apartment,Strand Central,2,1,1,75,,strand-gordon
700000,Apartment,Table View,2,1,2,39,,blouberg
700000,House,Lentegeur,3,1,,,140,cape-flats
710000,Apartment,Bellville Central,2,1,1,56,,northern-suburbs
710000,Apartment,De La Haye,2,1,1,56,,northern-suburbs
710000,Apartment,Gordons Bay Central,2,1,1,63,,strand-gordon
710000,Apartment,Strand Central,2,1,1,65,,strand-gordon
715000,Apartment,Rome,2,1,1,65,,strand-gordon
715000,Apartment,Strand Central,2,1,1,70,,strand-gordon
719000,Apartment,Parklands,2,1,1,54,,blouberg
719000,House,Morgans Village,2,1,2,,115,cape-flats
720000,Apartment,Fairview Golf Estate,2,1,1,64,,strand-gordon
720000,Apartment,Gordons Bay Central,2,1,,74,,strand-gordon
720000,Apartment,Gordons Bay Central,2,1,1,,,strand-gordon
720000,Apartment,Gordons Bay Central,2,1,2,66,,strand-gordon
720000,Apartment,Parklands East,2,1,1,53,,blouberg
