price,desc,loc,bed,bath,gar,sizeFloor,sizeErf,area
1470000,House,Southfork,2,2,1,,,strand-gordon
1470000,Apartment,Parklands,3,2,1,,,blouberg
1470000,House,Athlone,3,2,2,,252,cape-flats
1470000,Townhouse,Strand Central,3,2,2,125,,strand-gordon
1470000,Townhouse,Guldenland,3,3,1,124,,strand-gordon
1474000,Apartment,Strand Central,2,2,1,81,,strand-gordon
1474000,House,Brooklyn,6,2,3,,218,milnerton
1475000,Apartment,Gardens,0.5,1,,40,,cape-town-city
1475000,Apartment,Bellville Central,1,1,1,51,,northern-suburbs
1475000,Apartment,Big Bay,1,1,1,56,,blouberg
1475000,Apartment,Cape Town City Centre,1,1,,43,,cape-town-city
1475000,Apartment,Kenilworth Upper,1,1,1,51,,southern-suburbs
1475000,Apartment,Bloubergrant,2,1,1,48,,blouberg
1475000,Apartment,Claremont,2,1,2,65,,southern-suburbs
1475000,Apartment,Kenilworth,2,1,1,86,,southern-suburbs
1475000,Apartment,Tijgerhof,2,1,1,79,,milnerton
1475000,Apartment,Woodstock,2,1,,69,,cape-town-city
1475000,House,Langeberg Ridge,2,1,4,,294,northern-suburbs
1475000,Apartment,Royal Ascot,2,1.5,1,79,,milnerton
1475000,Apartment,Muizenberg,2,1.5,1,,,southern-suburbs
1475000,Townhouse,Pinelands,2,1.5,2,57,,northern-suburbs
1475000,Townhouse,Brackenfell South,3,1.5,1,110,,northern-suburbs
1475000,Townhouse,Viking Village,2,2,2,,300,northern-suburbs
1475000,Apartment,Parklands,3,2,3,91,,blouberg
1475000,House,Belmont Park,3,2,7,,496,northern-suburbs
1475000,House,Zonnendal,3,2,2,,260,northern-suburbs
1480000,Apartment,Muizenberg,1,1,1,65,,southern-suburbs
1480000,Apartment,Durbanville Central,2,1,2,58,,northern-suburbs
1480000,Apartment,Fish Hoek,2,1,1,81,,southern-peninsula
1480000,Apartment,West Beach,2,1,,73,,blouberg
1480000,House,Wynberg,3,1,1,,,southern-suburbs
1480000,Apartment,De Velde,2,2,1,96,,somerset-west
1480000,Apartment,Parks Estate,2,2,1,73,,strand-gordon
1480000,Apartment,Van Ryneveld,2,2,1,82,,strand-gordon
1480000,House,Windsor Park Estate,3,2,2,,308,northern-suburbs
1480000,Townhouse,Muizenberg,3,2,1,,207,southern-suburbs
1480000,House,Protea Heights,3,3,3,,176,northern-suburbs
1480000,Townhouse,Protea Heights,3,3,4,,176,northern-suburbs
1485000,Apartment,Audas Estate,2,1,1,136,,somerset-west
1485000,Apartment,Milnerton Central,2,1,2,,,milnerton
1485000,Apartment,Rondebosch,2,1,,78,,southern-suburbs
1485000,House,Sun Valley,2,1,2,,228,southern-peninsula
1485000,House,Portlands,3,1,,,206,cape-flats
1485000,Apartment,Muizenberg,2,2,2,103,,southern-suburbs
1485000,House,Muizenberg,3,2,1,,208,southern-suburbs
1485000,Townhouse,Fernwood Estate,3,2.5,2,121,,somerset-west
1487000,Townhouse,Kirstenhof,2,1,1,63,,southern-suburbs
1489000,Apartment,Sitari Country Estate,2,1,2,75,,somerset-west
1489000,House,Brooklyn,4,1,,,,milnerton
1489000,House,Brooklyn,4,1,1,,465,milnerton
1490000,Apartment,Bloubergrant,1,1,1,56,,blouberg
1490000,Apartment,Century City,1,1,1,65,,milnerton
1490000,Apartment,Zonnebloem,1,1,1,42,,cape-town-city
1490000,Apartment,Zonnebloem,1,1,1,66,,cape-town-city
1490000,House,Zonnebloem,1,1,1,,45,cape-town-city
1490000,Apartment,Bergvliet,2,1,2,72,,southern-suburbs
1490000,Apartment,Bloubergstrand,2,1,1,62,,blouberg
1490000,Apartment,Vredehoek,2,1,,70,,cape-town-city
1490000,House,Observatory,2,1,,,84,southern-suburbs
1490000,House,Wynberg Upper,2,1,,,109,southern-suburbs
1490000,House,Zonnebloem,2,1,1,,,cape-town-city
1490000,Townhouse,Shirley Park,2,1,2,,253,northern-suburbs
1490000,Apartment,Zonnebloem,3,1,1,75,,cape-town-city
1490000,House,Gordons Bay Central,3,1,,,136,strand-gordon
1490000,House,Woodstock,4,1,,,130,cape-town-city
1490000,Apartment,De Velde,2,2,2,96,,somerset-west
1490000,Apartment,Royal Ascot,2,2,1,106,,milnerton
1490000,Apartment,Royal Ascot,2,2,1,70,,milnerton
1490000,House,Rylands,6,3,6,,298,cape-flats
1495000,Apartment,Cape Town City Centre,0.5,1,1,41,,cape-town-city
1495000,Apartment,Rondebosch,0.5,1,1,,52,southern-suburbs
1495000,Apartment,Beachfront,1,1,1,56,,blouberg
1495000,Apartment,Bloubergstrand,1,1,2,64,,blouberg
1495000,Apartment,Cape Town City Centre,1,1,,43,,cape-town-city
1495000,Apartment,Cape Town City Centre,1,1,,49,,cape-town-city
1495000,Apartment,Cape Town City Centre,1,1,1,43,,cape-town-city
1495000,Apartment,Cape Town City Centre,1,1,1,50,,cape-town-city
1495000,Apartment,Claremont Upper,1,1,1,69,,southern-suburbs
1495000,Apartment,Claremont Upper,1,1,1,71,,southern-suburbs
1495000,Apartment,Green Point,1,1,,45,,atlantic-seaboard
1495000,Apartment,Kenilworth Upper,1,1,1,41,,southern-suburbs
1495000,Apartment,Kenilworth Upper,1,1,1,62,,southern-suburbs
1495000,Apartment,Kenilworth Upper,1,1,2,64,,southern-suburbs
1495000,Apartment,Kenilworth,1,1,1,41,,southern-suburbs
1495000,Apartment,Observatory,1,1,1,45,,southern-suburbs
1495000,Apartment,Paardevlei,1,1,1,,,somerset-west
1495000,Apartment,Rondebosch Village,1,1,1,75,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,,52,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,,57,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,41,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,55,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,59,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,61,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,62,,southern-suburbs
1495000,Apartment,Rondebosch,1,1,1,70,,southern-suburbs
1495000,Apartment,Rosebank,1,1,1,44,,southern-suburbs
1495000,Apartment,Rosebank,1,1,1,49,,southern-suburbs
1495000,Apartment,Salt River,1,1,1,60,,southern-suburbs
1495000,Apartment,Sea Point,1,1,,,,atlantic-seaboard
1495000,Apartment,Strand North,1,1,,79,,strand-gordon
1495000,Apartment,Waves Edge,1,1,1,44,,blouberg
1495000,Apartment,Waves Edge,1,1,1,48,,blouberg
1495000,Apartment,Woodstock,1,1,1,53,,cape-town-city
1495000,Apartment,Pinelands,1,1,1,47,,northern-suburbs
1495000,Apartment,Pinelands,1,1,1,73,,northern-suburbs
1495000,Apartment,Audas Estate,2,1,2,136,,somerset-west
1495000,Apartment,Big Bay,2,1,2,72,,blouberg
1495000,Apartment,Bloubergrant,2,1,2,55,,blouberg
1495000,Apartment,Claremont,2,1,2,83,,southern-suburbs
1495000,Apartment,Fish Hoek,2,1,,70,,southern-peninsula
1495000,Apartment,Flamingo Vlei,2,1,1,61,,blouberg
1495000,Apartment,Kenilworth,2,1,,77,,southern-suburbs
1495000,Apartment,Kenilworth,2,1,1,87,,southern-suburbs
1495000,Apartment,Milnerton Central,2,1,1,58,,milnerton
1495000,Apartment,Strand North,2,1,1,61,,strand-gordon
1495000,Apartment,Woodstock,2,1,,67,,cape-town-city
1495000,Apartment,Woodstock,2,1,,78,,cape-town-city
1495000,Apartment,Woodstock,2,1,1,83,,cape-town-city
1495000,Apartment,Wynberg Upper,2,1,1,,76,southern-suburbs
1495000,Apartment,Wynberg Upper,2,1,1,74,,southern-suburbs
1495000,Apartment,Wynberg Upper,2,1,1,78,,southern-suburbs
1495000,Apartment,Wynberg Upper,2,1,1,81,,southern-suburbs
1495000,Apartment,Wynberg Upper,2,1,2,87,,southern-suburbs
1495000,House,Milkwood Park,2,1,1,,,southern-peninsula
1495000,House,Parklands North,2,1,1,,176,blouberg
1495000,House,Sunningdale,2,1,2,,261,blouberg
1495000,Townhouse,Plumstead,2,1,1,71,,southern-suburbs
1495000,Townhouse,Sonstraal Heights,2,1,2,,244,northern-suburbs
1495000,Townhouse,Table View,2,1,1,,1171,blouberg
1495000,Townhouse,Table View,2,1,1,73,,blouberg
1495000,Townhouse,Table View,2,1,2,83,,blouberg
1495000,Apartment,Pinelands,2,1,1,73,,northern-suburbs
1495000,Apartment,Rosebank,3,1,,97,,southern-suburbs
1495000,House,Heathfield,3,1,2,,,southern-suburbs
1495000,House,Southfield,3,1,,,218,southern-suburbs
1495000,Townhouse,Heritage Park,3,1,1,,127,somerset-west
1495000,House,Muizenberg,3,1,4,,180,southern-suburbs
1495000,House,Salt River,4,1,,95,,southern-suburbs
1495000,Apartment,Gardens,,1,,63,,cape-town-city
1495000,Apartment,Sea Point,,1,,38,,atlantic-seaboard
1495000,Apartment,Woodstock,,1,1,61,,cape-town-city
1495000,Apartment,Tokai,1,1.5,2,66,,southern-suburbs
1495000,Apartment,Harfield Village,2,1.5,1,77,,southern-suburbs
1495000,Apartment,Milnerton Central,2,1.5,1,92,,milnerton
1495000,Apartment,Wynberg Upper,2,1.5,1,77,,southern-suburbs
1495000,Apartment,Wynberg Upper,2,1.5,2,85,,southern-suburbs
1495000,Townhouse,Burgundy Estate,2,1.5,2,78,,milnerton
1495000,Townhouse,Parklands,2,1.5,2,,204,blouberg
1495000,House,Van Der Stel,3,1.5,5,,713,somerset-west
1495000,Apartment,Bloubergrant,2,2,2,75,,blouberg
1495000,Apartment,Burgundy Estate,2,2,2,72,,milnerton
1495000,Apartment,Claremont,2,2,2,65,,southern-suburbs
1495000,Apartment,Durbanville Central,2,2,2,,,northern-suburbs
1495000,Apartment,Durbanville Central,2,2,2,77,,northern-suburbs
1495000,Apartment,Hout Bay Heights,2,2,,101,,southern-peninsula
1495000,Apartment,Mowbray,2,2,1,80,,southern-suburbs
1495000,Apartment,Sitari Country Estate,2,2,2,81,,somerset-west
1495000,Apartment,Sonstraal Heights,2,2,2,85,,northern-suburbs
1495000,Apartment,Tyger Valley,2,2,2,71,,northern-suburbs
1495000,House,Bizweni,2,2,1,,95,somerset-west
1495000,House,Sonstraal Heights,2,2,2,85,,northern-suburbs
1495000,House,Strand South,2,2,4,,236,strand-gordon
1495000,Townhouse,Strand South,2,2,1,,236,strand-gordon
1495000,Apartment,Brackenfell South,3,2,1,94,,northern-suburbs
1495000,Apartment,Dobson,3,2,1,124,,strand-gordon
1495000,Apartment,Flamingo Vlei,3,2,2,83,,blouberg
1495000,Apartment,Loevenstein,3,2,1,83,,northern-suburbs
1495000,Apartment,Parklands,3,2,1,110,,blouberg
1495000,Apartment,Whispering Pines,3,2,2,1249,,strand-gordon
1495000,House,Buhrein,3,2,2,,146,northern-suburbs
1495000,House,Gordons Bay Central,3,2,2,,,strand-gordon
1495000,House,Gordons Bay Village,3,2,1,150,,strand-gordon
1495000,House,Onverwacht,3,2,1,,134,strand-gordon
1495000,House,Parklands,3,2,3,,244,blouberg
1495000,House,Parklands,3,2,4,,240,blouberg
1495000,House,Retreat,3,2,5,,295,southern-suburbs
1495000,House,Viking Village,3,2,1,,305,northern-suburbs
1495000,House,Viking Village,3,2,2,,300,northern-suburbs
1495000,Townhouse,Kirstenhof,3,2,1,72,,southern-suburbs
1495000,Townhouse,Strand Central,3,2,1,123,,strand-gordon
1495000,House,Northpine,4,2,4,,,northern-suburbs
1495000,House,Richwood,4,2,2,,210,milnerton
1495000,House,Richwood,4,2,3,,210,milnerton
1495000,House,Lotus River,5,2.5,4,,317,southern-suburbs
1495000,House,Grassy Park,3,3,4,,,southern-suburbs
1495000,Townhouse,Vredenberg,3,3,3,129,,northern-suburbs
1495000,House,Lotus River,5,3,1,,607,southern-suburbs
1495000,House,Brooklyn,5,4,1,,268,milnerton
1495000,Apartment,Somerset West Central,3,,1,131,,somerset-west
1498000,Apartment,Winslow,3,2,1,,,strand-gordon
1499000,Apartment,Cape Town City Centre,0.5,1,,32,,cape-town-city
1499000,Apartment,Bloubergrant,1,1,1,45,,blouberg
1499000,Apartment,Bloubergrant,1,1,1,46,,blouberg
1499000,Apartment,Bloubergrant,1,1,1,54,,blouberg
1499000,Apartment,Cape Town City Centre,1,1,,42,,cape-town-city
1499000,Apartment,Cape Town City Centre,1,1,1,49,,cape-town-city
1499000,Apartment,Salt River,1,1,,56,,southern-suburbs
1499000,Apartment,Strand Central,1,1,,,,strand-gordon
1499000,Apartment,Table View,1,1,1,56,,blouberg
1499000,Apartment,Table View,1,1,1,57,,blouberg
1499000,Apartment,Muizenberg,1,1,,70,,southern-suburbs
1499000,Apartment,Bloubergrant,2,1,2,57,,blouberg
1499000,Apartment,Durbanville Central,2,1,2,56,,northern-suburbs
1499000,Apartment,Durbanville Rural,2,1,,66,,northern-suburbs
1499000,Apartment,Greenways Golf Estate,2,1,2,73,,strand-gordon
1499000,Apartment,Kenilworth,2,1,1,80,,southern-suburbs
1499000,Apartment,Sitari Country Estate,2,1,2,75,,somerset-west
1499000,Apartment,Strand Central,2,1,,62,,strand-gordon
1499000,Apartment,Table View,2,1,2,57,,blouberg
1499000,House,Uitzicht,2,1,2,,317,northern-suburbs
1499000,Apartment,Burgundy Estate,2,2,1,72,,milnerton
1499000,Apartment,Burgundy Estate,2,2,2,79,,milnerton
1499000,Apartment,Burgundy Estate,2,2,2,94,,milnerton
1499000,Apartment,Cape Town City Centre,2,2,1,51,,cape-town-city
1499000,Apartment,De Velde,2,2,1,,,somerset-west
1499000,Apartment,Harbour Island,2,2,1,84,,strand-gordon
1499000,Apartment,West Beach,2,2,2,65,,blouberg
1499000,House,Parklands,2,2,2,,298,blouberg
1499000,Townhouse,Wynberg Upper,2,2,2,85,,southern-suburbs
1499000,Apartment,Parklands East,3,2,1,103,,blouberg
1499000,Apartment,Parklands East,3,2,1,108,,blouberg
1499000,House,Parklands,3,2,3,,176,blouberg
1499000,Townhouse,Bonnie Brae,3,2,1,,244,northern-suburbs
1499000,Townhouse,Parklands East,3,2,1,,3700,blouberg
1499000,Townhouse,Parklands,3,2,2,,,blouberg
1499000,Townhouse,Parklands,3,2,2,,130,blouberg
1499000,Apartment,Parklands,4,2,1,123,,blouberg
1499000,House,Wynberg,4,2,2,,171,southern-suburbs
1499000,House,Belmont Park,5,2,3,,496,northern-suburbs
1499000,House,Parklands,3,2.5,3,140,,blouberg
1499900,Apartment,Langeberg Ridge,2,1,2,68,,northern-suburbs
1499990,Apartment,Kenilworth Upper,1,1,1,44,,southern-suburbs
1499990,Apartment,Kenilworth,1,1,1,,44,southern-suburbs
1499995,Apartment,Cape Town City Centre,1,1,1,,,cape-town-city
1499999,Apartment,Rondebosch Village,2,1,,58,,southern-suburbs
1500000,Apartment,Cape Town City Centre,0.5,1,,36,,cape-town-city
1500000,Apartment,Gardens,0.5,1,1,24,,cape-town-city
1500000,Apartment,Salt River,0.5,1,,71,,southern-suburbs
1500000,Apartment,Sea Point,0.5,1,,34,,atlantic-seaboard
1500000,Apartment,Big Bay,1,1,1,53,,blouberg
1500000,Apartment,Cape Town City Centre,1,1,,43,,cape-town-city
1500000,Apartment,Cape Town City Centre,1,1,1,35,,cape-town-city
1500000,Apartment,Cape Town City Centre,1,1,1,43,,cape-town-city
1500000,Apartment,Gardens,1,1,,,36,cape-town-city
1500000,Apartment,Gardens,1,1,,48,,cape-town-city
1500000,Apartment,Hout Bay Central,1,1,1,61,,southern-peninsula
1500000,Apartment,Mowbray,1,1,1,49,,southern-suburbs
1500000,Apartment,Newlands,1,1,1,35,,southern-suburbs
1500000,Apartment,Rondebosch,1,1,1,46,,southern-suburbs
1500000,Apartment,Rondebosch,1,1,1,47,,southern-suburbs
1500000,Apartment,Rondebosch,1,1,1,49,,southern-suburbs
1500000,Apartment,Rondebosch,1,1,1,56,,southern-suburbs
1500000,Apartment,Simons Town Central,1,1,1,56,,southern-peninsula
1500000,Apartment,Vredehoek,1,1,1,,,cape-town-city
1500000,House,Glencairn,1,1,,,680,southern-peninsula
1500000,Apartment,Big Bay,2,1,,,,blouberg
1500000,Apartment,Big Bay,2,1,1,,,blouberg
1500000,Apartment,Big Bay,2,1,1,60,,blouberg
1500000,Apartment,Kenilworth,2,1,,85,,southern-suburbs
1500000,Apartment,Kenilworth,2,1,2,,,southern-suburbs
1500000,Apartment,Rondebosch,2,1,2,72,,southern-suburbs
1500000,Apartment,Somerset Lakes,2,1,2,51,,somerset-west
1500000,House,Observatory,2,1,,,84,southern-suburbs
1500000,House,Richwood,2,1,1,,234,milnerton
1500000,House,Sunningdale,2,1,1,,235,blouberg
1500000,Townhouse,Woodstock,2,1,2,,,cape-town-city
1500000,Apartment,Kenilworth,3,1,2,80,,southern-suburbs
1500000,House,Bothasig,3,1,4,,637,milnerton
1500000,House,Windsor Park,3,1,1,,496,northern-suburbs
1500000,House,Windsor Park,3,1,2,,,northern-suburbs
1500000,House,Windsor Park,3,1,2,,475,northern-suburbs
1500000,House,Woodstock,3,1,,,268,cape-town-city
1500000,House,Belmont Park,4,1,1,,496,northern-suburbs
1500000,House,Windsor Park,4,1,1,,495,northern-suburbs
1500000,Apartment,Cape Town City Centre,,1,,43,,cape-town-city
1500000,Apartment,Oranjezicht,,1,,40,,cape-town-city
1500000,Apartment,Sea Point,,1,,46,,atlantic-seaboard
1500000,Apartment,Tamboerskloof,,1,,28,,cape-town-city
1500000,Apartment,Kalamunda,2,1.5,1,102,,somerset-west
1500000,Townhouse,Woodstock,2,1.5,,,,cape-town-city
1500000,Apartment,Observatory,1,2,1,49,,southern-suburbs
1500000,Apartment,Claremont Upper,2,2,1,73,,southern-suburbs
1500000,Apartment,De Velde,2,2,1,88,,somerset-west
1500000,Apartment,De Velde,2,2,2,96,,somerset-west
1500000,Apartment,Hout Bay Harbour,2,2,,92,,southern-peninsula
1500000,Apartment,Parklands,2,2,1,80,,blouberg
1500000,House,Whispering Pines,2,2,1,,171,strand-gordon
1500000,Apartment,Muizenberg,2,2,,77,,southern-suburbs
1500000,Apartment,Burgundy Estate,3,2,2,110,,milnerton
1500000,Apartment,Diep River,3,2,3,87,,southern-suburbs
1500000,House,Fairview Golf Estate,3,2,4,,131,strand-gordon
1500000,House,Ruwari,3,2,1,94,,northern-suburbs
1500000,House,Strand South,3,2,2,,272,strand-gordon
1500000,House,Whispering Pines,3,2,3,,312,strand-gordon
1500000,Townhouse,Brackenfell South,3,2,2,,7603,northern-suburbs
1500000,Townhouse,Brackenfell South,3,2,2,,94,northern-suburbs
1500000,Townhouse,Protea Heights,3,2,1,94,,northern-suburbs
1500000,Townhouse,Ruwari,3,2,1,,94,northern-suburbs
1500000,Townhouse,Ruwari,3,2,3,103,,northern-suburbs
1500000,House,Muizenberg,3,2,3,,200,southern-suburbs
1500000,House,Newfields,4,2,1,,372,cape-flats
1500000,House,Summer Greens,4,2,3,335,,milnerton
1500000,House,Parklands,3,2.5,2,,200,blouberg
1500000,House,Parklands,3,,4,,,blouberg
1505000,Apartment,Cape Town City Centre,0.5,1,,,,cape-town-city
1505000,Apartment,Durbanville Central,1,1,1,43,,northern-suburbs
1510000,Townhouse,Table View,2,1,1,,120,blouberg
1518397,Apartment,Plumstead,1,1,1,36,,southern-suburbs
1520000,Apartment,Beachfront,1,1,2,57,,blouberg
1520000,Apartment,Cape Town City Centre,1,1,,47,,cape-town-city
1520000,Apartment,West Beach,1,1,1,57,,blouberg
1520000,Apartment,West Beach,1,1,2,57,,blouberg
1520000,House,Observatory,2,1,,,119,southern-suburbs
1520000,House,Protea Village,3,2,1,100,,northern-suburbs
1525000,Apartment,Sea Point,0.5,1,,44,,atlantic-seaboard
1525000,Apartment,Big Bay,1,1,1,56,,blouberg
1525000,Apartment,Woodstock,1,1,1,,,cape-town-city
1525000,House,Uitzicht,2,1,1,,286,northern-suburbs
1525000,Apartment,Pinelands,2,1,,80,,northern-suburbs
1525000,Apartment,Century City,,1,,48,,milnerton
1530000,Apartment,Gardens,1,1,1,41,,cape-town-city
1530000,Apartment,Woodstock,2,1,1,56,,cape-town-city
1530000,House,Peerless Park North,3,1,2,,496,northern-suburbs
1530000,Apartment,Burgundy Estate,2,1.5,2,95,,milnerton
1530000,Townhouse,Buhrein,3,2,1,,144,northern-suburbs
1530000,Townhouse,Buhrein,3,2,2,,144,northern-suburbs
1530000,Townhouse,Buhrein,3,2,2,,146,northern-suburbs
1530000,House,Lotus River,3,2.5,5,,500,southern-suburbs
1535000,Apartment,Bloubergrant,2,2,1,80,,blouberg
1535000,Apartment,Parklands North,2,2,2,,,blouberg
1535000,Apartment,Sandown,2,2,2,100,,blouberg
1535000,Apartment,Sandown,2,2,2,99,,blouberg
1539000,Townhouse,Durbanville Meadows,3,2,2,,218,northern-suburbs
1540000,Apartment,Century City,1,1,1,69,,milnerton
1540000,Apartment,Burgundy,2,1,1,79,,northern-suburbs
1540000,Apartment,Greenways Golf Estate,2,1,2,65,,strand-gordon
1540000,Apartment,Strand North,2,1,1,72,,strand-gordon
1540000,Apartment,Table View,2,1,2,1007,,blouberg
1540000,House,Table View,3,2,2,,229,blouberg
1545000,Apartment,Rosebank,1,1,1,45,,southern-suburbs
1545000,Apartment,Big Bay,2,1,1,64,,blouberg
1545000,Apartment,Harfield Village,2,1,1,,,southern-suburbs
1545000,Apartment,Kenilworth,2,1,2,86,,southern-suburbs
1545000,Apartment,Strand Central,2,1,1,74,,strand-gordon
1545000,House,Parklands North,2,1,3,,175,blouberg
1545000,Townhouse,Kirstenhof,2,1,,68,,southern-suburbs
1545000,Apartment,Milnerton Central,3,1,1,103,,milnerton
1545000,House,Lotus River,3,1,2,,500,southern-suburbs
1545000,House,Table View,3,1.5,2,,211,blouberg
1545000,House,Zoo Park,3,1.5,1,,513,northern-suburbs
1545000,Apartment,Kenilworth,2,2,2,86,,southern-suburbs
1545000,Apartment,De Velde,3,2,2,99,,somerset-west
1545000,House,Viking Village,3,2,2,,193,northern-suburbs
1545000,House,Viking Village,3,3,2,,203,northern-suburbs
1547000,House,Zonnendal,3,2,4,,315,northern-suburbs
1549000,Apartment,Cape Town City Centre,1,1,,47,,cape-town-city
1549000,Apartment,Salt River,1,1,2,,66,southern-suburbs
1549000,Apartment,Morgenster Heights,2,1,1,76,,northern-suburbs
1549000,Apartment,Durbanville Central,2,2,,72,,northern-suburbs
1549000,House,Durbanville Central,2,2,,72,,northern-suburbs
1549000,House,Durbanville Central,2,2,1,72,,northern-suburbs
1549000,Apartment,De Velde,3,2,2,99,,somerset-west
1549000,Townhouse,Protea Village,3,2,3,,312,northern-suburbs
1549000,House,Northpine,4,2,4,,454,northern-suburbs
1549000,House,Northpine,4,2,6,,454,northern-suburbs
1549999,Apartment,Diep River,3,1,,93,,southern-suburbs
1549999,House,Parklands North,2,2,2,,160,blouberg
1550000,Apartment,Cape Town City Centre,0.5,1,1,37,,cape-town-city
1550000,Apartment,Sea Point,0.5,1,1,33,,atlantic-seaboard
1550000,Apartment,Big Bay,1,1,1,58,,blouberg
1550000,Apartment,Big Bay,1,1,1,66,,blouberg
1550000,Apartment,Big Bay,1,1,2,52,,blouberg
1550000,Apartment,Cape Town City Centre,1,1,1,55,,cape-town-city
1550000,Apartment,Cape Town City Centre,1,1,1,61,,cape-town-city
1550000,Apartment,Century City,1,1,1,60,,milnerton
1550000,Apartment,Eden on the Bay,1,1,1,58,,blouberg
1550000,Apartment,Foreshore,1,1,1,55,,cape-town-city
1550000,Apartment,Observatory,1,1,,49,,southern-suburbs
1550000,Apartment,Rondebosch,1,1,,62,,southern-suburbs
1550000,Apartment,Rondebosch,1,1,1,45,,southern-suburbs
1550000,Apartment,Rondebosch,1,1,1,62,,southern-suburbs
1550000,Apartment,Salt River,1,1,1,62,,southern-suburbs
1550000,Apartment,Sea Point,1,1,1,46,,atlantic-seaboard
1550000,Apartment,Strand North,1,1,,,,strand-gordon
1550000,Apartment,Woodstock,1,1,1,,62,cape-town-city
1550000,Apartment,Woodstock,1,1,1,42,,cape-town-city
1550000,Apartment,Woodstock,1,1,1,48,,cape-town-city
1550000,Apartment,Pinelands,1,1,1,48,,northern-suburbs
1550000,Apartment,Big Bay,2,1,,,,blouberg
1550000,Apartment,Big Bay,2,1,1,64,,blouberg
1550000,Apartment,Cape Town City Centre,2,1,,69,,cape-town-city
1550000,Apartment,Cape Town City Centre,2,1,1,73,,cape-town-city
1550000,Apartment,Hout Bay Central,2,1,,101,,southern-peninsula
1550000,Apartment,Kenilworth,2,1,2,79,,southern-suburbs
1550000,Apartment,Plumstead,2,1,,74,,southern-suburbs
1550000,Apartment,Rondebosch,2,1,1,,,southern-suburbs
1550000,Apartment,Rondebosch,2,1,1,74,,southern-suburbs
1550000,Apartment,Strand Central,2,1,1,74,,strand-gordon
1550000,Apartment,Tokai,2,1,1,62,,southern-suburbs
1550000,Apartment,Tokai,2,1,2,,69,southern-suburbs
1550000,Apartment,Zonnebloem,2,1,,73,,cape-town-city
1550000,Apartment,Zonnebloem,2,1,1,60,,cape-town-city
1550000,House,Anchorage Park,2,1,2,,277,strand-gordon
1550000,House,Gordons Bay Central,2,1,1,,198,strand-gordon
1550000,House,Milkwood Park,2,1,,,253,southern-peninsula
1550000,Townhouse,Acorn Creek Lifestyle Estate,2,1,1,,,somerset-west
1550000,House,Joubert Park,3,1,4,,375,northern-suburbs
1550000,House,Van Ryneveld,3,1,1,,350,strand-gordon
1550000,House,Oakdale,4,1,7,,929,northern-suburbs
1550000,Apartment,Cape Town City Centre,,1,,42,,cape-town-city
1550000,Apartment,Cape Town City Centre,,1,1,49,,cape-town-city
1550000,Apartment,Gardens,,1,,40,,cape-town-city
1550000,Apartment,Salt River,,1,1,62,,southern-suburbs
1550000,Apartment,Rosebank,2,1.5,1,82,,southern-suburbs
1550000,House,Brackenfell South,3,1.5,1,,351,northern-suburbs
1550000,House,Retreat,3,1.5,3,,535,southern-suburbs
1550000,House,Retreat,5,1.5,6,,479,southern-suburbs
1550000,Apartment,Bloubergrant,2,2,2,,,blouberg
1550000,Apartment,Cape Town City Centre,2,2,1,80,,cape-town-city
1550000,Apartment,De Velde,2,2,2,96,,somerset-west
1550000,Apartment,Sitari Country Estate,2,2,2,72,,somerset-west
1550000,Apartment,Waves Edge,2,2,1,64,,blouberg
1550000,House,Anchorage Park,2,2,4,,277,strand-gordon
1550000,House,Parklands North,2,2,2,,160,blouberg
1550000,House,Van Ryneveld,2,2,1,,400,strand-gordon
1550000,Townhouse,Plumstead,2,2,1,,,southern-suburbs
1550000,Apartment,Muizenberg,2,2,1,83,,southern-suburbs
1550000,Apartment,Durbanville Central,3,2,1,74,,northern-suburbs
1550000,House,Belgravia,3,2,1,,260,cape-flats
1550000,House,Buhrein,3,2,2,,149,northern-suburbs
1550000,House,Dennegeur,3,2,2,,255,somerset-west
1550000,House,Lotus River,3,2,1,,457,southern-suburbs
1550000,House,Peerless Park,3,2,1,,800,northern-suburbs
1550000,House,Somerset Forest,3,2,4,,400,somerset-west
1550000,House,Strand North,3,2,2,136,,strand-gordon
1550000,House,Summer Greens,3,2,1,340,,milnerton
1550000,House,Vredekloof Heights,3,2,1,,180,northern-suburbs
1550000,House,Wynberg,3,2,,,206,southern-suburbs
1550000,House,Zonnendal,3,2,2,,300,northern-suburbs
1550000,Apartment,Parklands,4,2,1,122,,blouberg
1550000,House,Bridgetown,4,2,1,,356,cape-flats
1550000,House,Athlone,5,2,,,299,cape-flats
1550000,Apartment,Somerset West Central,3,2.5,1,153,,somerset-west
1550000,Townhouse,Buhrein,3,2.5,2,,179,northern-suburbs
1550000,Townhouse,Croydon,3,2.5,2,,,somerset-west
1550001,House,Parklands North,2,2,2,,167,blouberg
1554000,Apartment,Cape Town City Centre,,1,,32,,cape-town-city
1555000,House,Salt River,2,2,,,90,southern-suburbs
